timestamps,TransCurrentGear,TransSelectedGear,EngSpeed,ActualEngPercentTorque,EngReferenceTorque,NominalFrictionPercentTorque,WheelBasedVehicleSpeed,TransInputShaftSpeed,TransOutputShaftSpeed,TransShiftInProcess,Time,StateChange,Delta_Time,TransInputShaftSpeedVelocity,Delta_TransInputShaftSpeedVelocity,TransInputShaftSpeedAcceleration,TransInputShaftSpeedAccelerationForth,TransOutputShaftSpeedVelocity,Delta_TransOutputShaftSpeedVelocity,TransOutputShaftSpeedAcceleration,TransOutputShaftSpeedAccelerationForth,EngSpeedVelocity,Delta_EngSpeedVelocity,EngSpeedAcceleration,EngSpeedAccelerationForth
2024-07-03 15:40:29.446610-03:00,1.0,2.0,2527.38765941492,22.22705676417997,650,3.0,13.59375,2520.3567527970404,409.11600958985207,b'ShiftInProcess',14488.44661,1,0.0,32.00853076052241,0.0,0.0,0.0,5.195773321791121,0.0,0.0,0.0,32.097823274569485,0.0,0.0,0.0
2024-07-03 15:40:29.451150-03:00,1.0,2.0,2528.75,22.0,650,3.0,13.59375,2520.780034629771,410.5672615877864,b'ShiftInProcess',14488.45115,0,0.00454,32.01390643979809,0.0053756792756800564,1.18407032503966,1.9656671876370413,5.214204222164888,0.018430900373767045,4.059669685851772,271.62065674570465,32.115125,0.01730172543051367,3.810952737998606,210.92800809214694
2024-07-03 15:40:29.454850-03:00,1.0,2.0,2529.447586726881,21.441930618495142,650,3.0,13.59375,2521.125,411.75,b'ShiftInProcess',14488.45485,0,0.0037,32.0182875,0.0043810602019078715,1.184070324839965,1.9656671863109925,5.229225,0.015020777835111687,4.0596696851653205,271.6206565619907,32.12398435143139,0.008859351431389939,2.3944193057810645,32.87008460665611
2024-07-03 15:40:29.458970-03:00,1.0,2.0,2530.2243589745262,20.82051282037916,650,3.0,13.59375,2520.5069999998004,407.93899999876834,b'ShiftInProcess',14488.458970000002,0,0.00412,32.01043889999746,-0.007848600002539285,-1.9050000006163312,13.169822467668514,5.180825299984358,-0.048399700015641756,-11.747500003796542,19045.03676372922,32.133849358976484,0.009865007545094784,2.3944193070618405,32.870084676984995
2024-07-03 15:40:29.464850-03:00,1.0,2.0,2531.332956259391,19.933634992487487,650,3.295106649896235,13.59375,2519.625,402.5,b'ShiftInProcess',14488.46485,0,0.00588,31.9992375,-0.011201399997460726,-1.9049999995681508,13.169822438683001,5.11175,-0.06907529998435802,-11.7474999973398,19045.036721858556,32.14792854449426,0.014079185517779536,2.394419305744819,32.87008460466581
2024-07-03 15:40:29.471040-03:00,1.0,2.0,2532.5,19.0,650,3.605771643646122,13.59375,2521.1499882684275,404.0976067574002,b'ShiftInProcess',14488.47104,0,0.00619,32.01860485100903,0.019367351009030642,3.128812763979102,95.8337094113445,5.132039605818982,0.020289605818982537,3.2778038479777925,115.43349443830142,32.16275,0.014821455505739323,2.394419306258372,32.87008463286561
2024-07-03 15:40:29.475505-03:00,1.0,2.0,2531.507287549403,17.89698616600313,650,3.829861982430302,13.59375,2522.25,405.25,b'ShiftInProcess',14488.475505,0,0.004465,32.032575,0.013970148990971154,3.1288127639353087,95.83370940597902,5.146675,0.01463539418101778,3.2778038479323133,115.43349443189491,32.150142551877416,-0.012607448122587073,-2.8236166008033754,63.56571059089992
2024-07-03 15:40:29.478895-03:00,1.0,2.0,2530.7535820158323,17.05953557314684,650,4.0,13.59375,2524.7774170270277,405.25,b'ShiftInProcess',14488.478895,0,0.00339,32.064673196243255,0.03209819624325405,9.468494467036594,8037.550579483879,5.146675,0.0,0.0,0.0,32.14057049160107,-0.009572060276347827,-2.8236166006925743,63.56571058092243
2024-07-03 15:40:29.485900-03:00,1.0,2.0,2529.1961462447794,15.329051383087947,650,4.0,13.59375,2530.0,405.25,b'ShiftInProcess',14488.485900000001,0,0.007005,32.131,0.06632680375674482,9.468494469199833,8037.550586829139,5.146675,0.0,0.0,0.0,32.1207910573087,-0.01977943429236717,-2.823616601337212,63.56571063897117
2024-07-03 15:40:29.491280-03:00,1.0,2.0,2528.0,14.0,650,4.0,13.59375,2531.795328141892,407.26974415962803,b'ShiftInProcess',14488.49128,0,0.00538,32.153800667402024,0.022800667402023578,4.238042268034122,322.5976023864619,5.172325750827276,0.025650750827275637,4.767797551538222,516.7389817522663,32.1056,-0.015191057308697964,-2.823616600129733,63.56571053023933
2024-07-03 15:40:29.494890-03:00,1.0,2.0,2526.8317152098534,13.640527756877995,650,4.0,13.59375,2533.0,408.625,b'ShiftInProcess',14488.494890000002,0,0.00361,32.1691,0.015299332597976445,4.238042270907602,322.59760326137325,5.1895375,0.01721174917272439,4.767797554771299,516.7389831538836,32.09076278316514,-0.014837216834862943,-4.110032364227962,285.3520302604652
2024-07-03 15:40:29.498895-03:00,1.0,2.0,2525.5355987053717,13.241722678575977,650,4.0,13.59375,2532.1852783728027,406.781156317396,b'ShiftInProcess',14488.498895,0,0.004005,32.1587530353346,-0.01034696466540197,-2.5835117766297055,44.54939210278707,5.166120685230929,-0.02341681476907098,-5.846895073425963,1168.6950397133849,32.07430210355822,-0.016460679606922213,-4.110032361278955,285.35202944148847
2024-07-03 15:40:29.506565-03:00,1.0,2.0,2523.0533980578543,12.477968633185883,650,4.0,13.59375,2530.625,403.25,b'ShiftInProcess',14488.506565000002,0,0.00767,32.138937500000004,-0.019815535334593903,-2.5835117776523995,44.54939217332732,5.121275,-0.044845685230929355,-5.846895075740464,1168.6950415639024,32.04277815533475,-0.031523948223465936,-4.110032362902991,285.3520298925039
