timestamps,TransCurrentGear,TransSelectedGear,WheelBasedVehicleSpeed,EngSpeed,TransOutputShaftSpeed,TransInputShaftSpeed,TransShiftInProcess,StateChange,Delta_Time,TransInputShaftSpeedVelocity,Delta_TransInputShaftSpeedVelocity,TransInputShaftSpeedAcceleration,TransInputShaftSpeedAccelerationForth,TransOutputShaftSpeedVelocity,Delta_TransOutputShaftSpeedVelocity,TransOutputShaftSpeedAcceleration,TransOutputShaftSpeedAccelerationForth
2024-08-05 10:17:41.310918903-03:00,4.0,5.0,11.557529401163013,1735.5334593922491,253.08936758376274,1731.3127865431695,b'Shift in process',1,0.0,21.987672389098254,0.0,0.0,0.0,3.2142349683137863,0.0,0.0,0.0
2024-08-05 10:17:41.311430709-03:00,4.0,5.0,11.55704933547453,1735.7877289013554,253.10125423355328,1731.3543898174364,b'Shift in process',0,0.000511806,21.988200750681443,0.0005283615831892519,1.0323473800409764,1.1358041201036007,3.2143859287661263,0.00015096045233997657,0.29495639429779363,0.007568873769991355
2024-08-05 10:17:41.311518867-03:00,4.0,5.0,11.556966644707003,1735.8315265344106,253.10330169542792,1731.3615559339978,b'Shift in process',0,8.8158e-05,21.988291760361772,9.100968032882406e-05,1.0323473800315803,1.13580412006225,3.2144119315319344,2.6002765808108563e-05,0.29495639429329795,0.0075688737695299
2024-08-05 10:17:41.313619221-03:00,4.0,5.0,11.554996546878792,1736.875,253.15208223421433,1731.53228781975,b'Shift in process',0,0.002100354,21.990460055310827,0.0021682949490546832,1.0323473800391187,1.1358041200954254,3.215031444374522,0.000619512842587433,0.2949563942970723,0.007568873769917317
2024-08-05 10:17:41.316691531-03:00,4.0,5.0,11.552114770159923,1735.8869053168453,253.22343636647906,1731.7820272826768,b'Shift in process',0,0.00307231,21.993631746489996,0.003171691179169045,1.0323473800394638,1.135804120096944,3.215937641854284,0.000906197479762394,0.2949563942969277,0.007568873769902474
2024-08-05 10:17:41.317275589-03:00,4.0,5.0,11.551566933272737,1735.699064700353,253.23700106267913,1731.8295037193768,b'Shift in process',0,0.000584058,21.994234697236084,0.0006029507460887373,1.032347380035437,1.1358041200792228,3.2161099134960245,0.00017227164174027365,0.2949563942969254,0.007568873769902234
2024-08-05 10:17:41.317835287-03:00,4.0,5.0,11.55104194566862,1735.519058575329,253.25,1731.875,b'Shift in process',0,0.000559698,21.9948125,0.0005778027639138372,1.032347380040374,1.1358041201009494,3.216275,0.00016508650397550895,0.29495639429747644,0.0075688737699587975
2024-08-05 10:17:41.318455768-03:00,4.0,5.0,11.550459944600922,1735.3195038503502,253.18755875116491,1731.8984154683133,b'Shift in process',0,0.000620481,21.99510987644758,0.000297376447580433,0.4792676126753809,0.05276091603719166,3.2154819961397942,-0.0007930038602057543,-1.2780469671202734,2.6680087910965016
2024-08-05 10:17:41.321448498-03:00,4.0,5.0,11.547652812625351,1734.3570031257755,252.88638949920391,1732.0113539377985,b'Shift in process',0,0.00299273,21.996544195010042,0.0014343185624632326,0.4792676126691124,0.05276091603443133,3.21165714663989,-0.003824849499904026,-1.2780469671183254,2.6680087910802355
2024-08-05 10:17:41.324527730-03:00,4.0,5.0,11.544764543183268,1733.3666822377784,252.57651523789232,1732.1275567857904,b'Shift in process',0,0.003079232,21.998019971179538,0.0014757761694959015,0.4792676126696207,0.052760916034655166,3.2077217435212324,-0.00393540311865781,-1.2780469671196617,2.668008791091393
