timestamps,TransCurrentGear,TransSelectedGear,WheelBasedVehicleSpeed,EngSpeed,TransOutputShaftSpeed,TransInputShaftSpeed,TransShiftInProcess,StateChange,Delta_Time,TransInputShaftSpeedVelocity,Delta_TransInputShaftSpeedVelocity,TransInputShaftSpeedAcceleration,TransInputShaftSpeedAccelerationForth,TransOutputShaftSpeedVelocity,Delta_TransOutputShaftSpeedVelocity,TransOutputShaftSpeedAcceleration,TransOutputShaftSpeedAccelerationForth
2024-08-05 10:18:06.404104135-03:00,5.0,6.0,13.50783051344564,1373.7076154049141,283.55535023844374,1382.846400953775,b'Shift in process',1,0.0,17.56214929211294,0.0,0.0,0.0,3.6011529480282354,0.0,0.0,0.0
2024-08-05 10:18:06.404716130-03:00,5.0,6.0,13.50167883525236,1373.5428212800034,283.4843112588257,1382.5622450353028,b'Shift in process',0,0.000611995,17.558540511948344,-0.003608780164597647,-5.8967477913996795,1209.0665668709569,3.6002507529870864,-0.0009021950411489676,-1.4741869478491942,4.722916276830377
2024-08-05 10:18:06.405340063-03:00,5.0,6.0,13.49540715814688,1373.3748125663083,283.4118865434766,1382.2725461739064,b'Shift in process',0,0.000623933,17.554861336408614,-0.003679175539730295,-5.896747791397947,1209.0665668695358,3.599330959102153,-0.0009197938849334619,-1.4741869478509102,4.7229162768523665
2024-08-05 10:18:06.407487852-03:00,5.0,6.0,13.473817918438941,1372.7964695916967,283.16257610957626,1381.275304438305,b'Shift in process',0,0.002147789,17.542196366366476,-0.01266497004213818,-5.896747791397655,1209.0665668692968,3.5961647165916184,-0.003166242510534545,-1.4741869478494138,4.722916276833191
2024-08-05 10:18:06.412595912-03:00,5.0,6.0,13.42247249680648,1371.421003652121,282.56964418982557,1378.9035767593023,b'Shift in process',0,0.00510806,17.51207542484314,-0.030120941523335887,-5.896747791399452,1209.0665668707704,3.588634481210785,-0.007530235380833528,-1.474186947849776,4.722916276837831
2024-08-05 10:18:06.413195891-03:00,5.0,6.0,13.416441601569217,1371.259445119339,282.5,1378.625,b'Shift in process',0,0.000599979,17.5085375,-0.0035379248431404164,-5.896747791406726,1209.0665668767365,3.5877499999999998,-0.0008844812107851041,-1.4741869478516816,4.722916276862252
2024-08-05 10:18:06.416016238-03:00,5.0,6.0,13.388091913847244,1370.5,282.57002196631663,1378.1348462357837,b'Shift in process',0,0.002820347,17.502312547194453,-0.006224952805546025,-2.2071584828200304,23.731985453153964,3.588639278972221,0.0008892789722212413,0.31530835468871077,0.0098842088518095
2024-08-05 10:18:06.417451498-03:00,5.0,6.0,13.373664904404855,1370.1407889878192,282.6056557827851,1377.885409520504,b'Shift in process',0,0.00143526,17.499144700910403,-0.003167846284050313,-2.207158482818662,23.731985453095117,3.589091828441371,0.0004525494691498544,0.3153083546882477,0.009884208851751435
2024-08-05 10:18:06.419508832-03:00,5.0,6.0,13.352984904234765,1369.6258878350434,282.6567340976343,1377.5278613165601,b'Shift in process',0,0.002057334,17.494603838720312,-0.004540862190090422,-2.2071584828182598,23.731985453077815,3.5897405230399557,0.0006486945985848536,0.31530835468856955,0.009884208851791792
2024-08-05 10:18:06.420101139-03:00,5.0,6.0,13.347031126743746,1369.47764765766,282.67143955792085,1377.424923094554,b'Shift in process',0,0.000592307,17.493296523300838,-0.0013073154194742642,-2.207158482804127,23.731985452469978,3.5899272823855948,0.00018675934563905372,0.31530835468608964,0.009884208851480834
2024-08-05 10:18:06.422661435-03:00,5.0,6.0,13.321295431073787,1368.836867229277,282.73500512636764,1376.9799641154264,b'Shift in process',0,0.002560296,17.487645544265913,-0.005650979034925285,-2.2071584828181137,23.73198545307153,3.5907345651048694,0.0008072827192746601,0.31530835468815327,0.009884208851739594
2024-08-05 10:18:06.423265399-03:00,5.0,6.0,13.315224479238681,1368.6857095855328,282.75,1376.875,b'Shift in process',0,0.000603964,17.4863125,-0.0013330442659125197,-2.207158482811094,23.731985452769617,3.5909250000000004,0.00019043489513093093,0.31530835468824453,0.009884208851751038
2024-08-05 10:18:06.424757097-03:00,5.0,6.0,13.30023016383157,1368.312373501166,282.6754488120471,1376.2785904963766,b'Shift in process',0,0.001491698,17.478738099303982,-0.007574400696018557,-5.077703862322371,664.7670344980833,3.589978199912998,-0.0009468000870023197,-0.6347129827902964,0.1622966392817586
2024-08-05 10:18:06.427499146-03:00,5.0,6.0,13.272667515381505,1367.6261046740976,282.5384083317524,1375.1822666540193,b'Shift in process',0,0.002742049,17.464814786506047,-0.013923312797935239,-5.07770386230707,664.7670344900703,3.5882377858132557,-0.001740414099742349,-0.6347129827885457,0.16229663927996799
2024-08-05 10:18:06.429537807-03:00,5.0,6.0,13.252175213292118,1367.1158769235137,282.4365213550433,1374.3671708403463,b'Shift in process',0,0.002038661,17.454463069672396,-0.010351716833650215,-5.077703862314634,664.7670344940316,3.58694382120905,-0.0012939646042058328,-0.6347129827891114,0.16229663928054652
2024-08-05 10:18:06.432673957-03:00,5.0,6.0,13.220651123118378,1366.330974107403,282.2797847313444,1373.1132778507554,b'Shift in process',0,0.00313615,17.438538628704595,-0.01592444096780099,-5.077703862315575,664.7670344945242,3.5849532660880743,-0.001990555120975568,-0.6347129827895885,0.16229663928103458
2024-08-05 10:18:06.433269921-03:00,5.0,6.0,13.214660586034297,1366.1818186709927,282.25,1372.875,b'Shift in process',0,0.000595964,17.4355125,-0.0030261287045938445,-5.077703862303502,664.7670344882018,3.584575,-0.00037826608807423057,-0.6347129827879378,0.16229663927934615
2024-08-05 10:18:06.435994189-03:00,5.0,6.0,13.18727666942024,1365.5,282.0549039812386,1372.875,b'Shift in process',0,0.002724268,17.4355125,0.0,0.0,0.0,3.5820972805617304,-0.0024777194382696877,-0.9094991528989392,0.6842411605020443
2024-08-05 10:18:06.437493153-03:00,5.0,6.0,13.172209317315478,1365.6306712797038,281.9475570136611,1372.875,b'Shift in process',0,0.001498964,17.4355125,0.0,0.0,0.0,3.5807339740734956,-0.0013633064882347945,-0.9094991529048025,0.6842411605196888
2024-08-05 10:18:06.439522783-03:00,5.0,6.0,13.151807793428187,1365.8076030468599,281.80220687462975,1372.875,b'Shift in process',0,0.00202963,17.4355125,0.0,0.0,0.0,3.578888027307798,-0.0018459467656977147,-0.9094991528986636,0.6842411605012148
2024-08-05 10:18:06.442634979-03:00,5.0,6.0,13.120524485122663,1366.0789068500249,281.5793297387507,1372.875,b'Shift in process',0,0.003112196,17.4355125,0.0,0.0,0.0,3.576057487682134,-0.0028305396256640414,-0.9094991529016944,0.6842411605103353
2024-08-05 10:18:06.443195036-03:00,5.0,6.0,13.114894879596706,1366.1277294801187,281.5392217570915,1372.875,b'Shift in process',0,0.000560057,17.4355125,0.0,0.0,0.0,3.5755481163150624,-0.0005093713670714095,-0.9094991528923119,0.6842411604821005
2024-08-05 10:18:06.443742718-03:00,5.0,6.0,13.109389665638622,1366.1754733270764,281.5,1372.875,b'Shift in process',0,0.000547682,17.4355125,0.0,0.0,0.0,3.57505,-0.000498116315062358,-0.9094991529069022,0.6842411605260073
2024-08-05 10:18:06.444931301-03:00,5.0,6.0,13.097442214888188,1366.2790873309107,281.37794365282497,1372.1731760037437,b'Shift in process',0,0.001188583,17.426599335247545,-0.008913164752456737,-7.49898387614221,3162.3481394298533,3.573499884390877,-0.0015501156091231039,-1.3041711088944599,2.8929324998640147
2024-08-05 10:18:06.445499686-03:00,5.0,6.0,13.091728897606355,1366.328635949366,281.3195758342636,1371.8375610470157,b'Shift in process',0,0.000568385,17.4223370252971,-0.004262309950444632,-7.498983876148441,3162.348139440363,3.5727586130951483,-0.0007412712957286516,-1.3041711088938863,2.8929324998589254
2024-08-05 10:18:06.446703989-03:00,5.0,6.0,13.07962343187025,1366.433620334688,281.1959051902521,1371.1264548439497,b'Shift in process',0,0.001204303,17.41330597651816,-0.009031048778940232,-7.49898387610114,3162.3481393605753,3.571187995916202,-0.001570617178946243,-1.304171108887251,2.8929324998000507
2024-08-05 10:18:06.447584802-03:00,5.0,6.0,13.070769637109718,1366.5104046749984,281.1054539408868,1370.606360160099,b'Shift in process',0,0.000880813,17.406700774033258,-0.006605202484902151,-7.498983876148683,3162.348139440772,3.570039265049262,-0.0011487308669400065,-1.304171108895993,2.8929324998776185
2024-08-05 10:18:06.449296207-03:00,5.0,6.0,13.053566861240009,1366.6595953703325,280.92970866871224,1369.5958248450952,b'Shift in process',0,0.001711405,17.39386697553271,-0.012833798500548,-7.498983876141533,3162.34813942871,3.5678073000926456,-0.0022319649566164834,-1.3041711088938523,2.8929324998586243
2024-08-05 10:18:06.450404587-03:00,5.0,6.0,13.042425598524044,1366.7562177261711,280.81588841881677,1368.9413584081965,b'Shift in process',0,0.00110838,17.385555251784094,-0.008311723748615663,-7.498983876121604,3162.3481393950938,3.566361782918973,-0.0014455171736726946,-1.3041711088910795,2.8929324998340205
2024-08-05 10:18:06.452880724-03:00,5.0,6.0,13.017535855982864,1366.9720734708792,280.56161232928423,1367.4792708933842,b'Shift in process',0,0.002476137,17.36698674034598,-0.01856851143811511,-7.4989838761405805,3162.348139427104,3.56313247658191,-0.003229306337062976,-1.3041711088938035,2.892932499858191
