timestamps,TransCurrentGear,TransSelectedGear,EngSpeed,ActualEngPercentTorque,EngReferenceTorque,NominalFrictionPercentTorque,WheelBasedVehicleSpeed,TransInputShaftSpeed,TransOutputShaftSpeed,TransShiftInProcess,Time,StateChange,Delta_Time,TransInputShaftSpeedVelocity,Delta_TransInputShaftSpeedVelocity,TransInputShaftSpeedAcceleration,TransInputShaftSpeedAccelerationForth,TransOutputShaftSpeedVelocity,Delta_TransOutputShaftSpeedVelocity,TransOutputShaftSpeedAcceleration,TransOutputShaftSpeedAccelerationForth,EngSpeedVelocity,Delta_EngSpeedVelocity,EngSpeedAcceleration,EngSpeedAccelerationForth
2024-07-03 15:39:13.627900-03:00,1.0,2.0,2587.038582183193,26.913425345042196,650,4.0,13.84062780856941,2585.0903614459376,416.9307228918747,b'ShiftInProcess',14412.627900000001,1,0.0,32.830647590363405,0.0,0.0,0.0,5.295020180726809,0.0,0.0,0.0,32.855389993726554,0.0,0.0,0.0
2024-07-03 15:39:13.635900-03:00,1.0,2.0,2591.053638644726,25.708908406582196,650,4.0,13.856855090374422,2587.5,421.75,b'ShiftInProcess',14412.635900000001,0,0.008,32.86125,0.03060240963659311,3.8253012045741386,214.12262006609254,5.356225,0.061204819273191546,7.650602409148943,3425.961921058674,32.90638121078802,0.05099121706146548,6.373902132683185,1650.5229349098158
2024-07-03 15:39:13.636475-03:00,1.0,2.0,2591.3422208279185,25.622333751624392,650,4.0,13.85802142625424,2587.164885866912,421.3799781447151,b'ShiftInProcess',14412.636475000001,0,0.000575,32.856994050509776,-0.004255949490222122,-7.401651287342821,3001.335061083058,5.351525722437882,-0.004699277562118631,-8.172656629771533,4461.2135284945425,32.910046204514565,0.0036649937265451626,6.373902133122022,1650.522935364364
2024-07-03 15:39:13.646195-03:00,1.0,2.0,2596.220514428805,24.15884567135852,650,4.522159548778645,13.877737573647828,2581.5,415.125,b'ShiftInProcess',14412.646195000001,0,0.00972,32.78505,-0.07194405050977792,-7.40165128701419,3001.3350605500254,5.2720875000000005,-0.07943822243788112,-8.17265662941164,4461.213527708721,32.972000533245826,0.061954328731260944,6.373902132845776,1650.5229350782286
2024-07-03 15:39:13.647250-03:00,1.0,2.0,2596.75,24.0,650,4.578834273499968,13.8798775464372,2581.9211576848957,415.098677644694,b'ShiftInProcess',14412.647250000002,0,0.001055,32.790398702598175,0.005348702598176658,5.069860282631903,660.6690530032711,5.271753206087614,-0.0003342939123864852,-0.3168662676649149,0.010081009719952114,32.978725000000004,0.006724466754178593,6.373902136662173,1650.5229390312547
2024-07-03 15:39:13.655090-03:00,1.0,2.0,2599.447022766659,22.430823117580292,650,5.0,13.895780282603235,2585.050898203307,414.9030688622933,b'ShiftInProcess',14412.65509,0,0.00784,32.830146407182,0.03974770458382437,5.069860278549028,660.6690508750629,5.269268974551125,-0.002484231536488579,-0.31686626740925755,0.010081009687417455,33.01297718913656,0.03425218913655925,4.3689016755815375,364.3250919473387
2024-07-03 15:39:13.656215-03:00,1.0,2.0,2599.834031773669,22.205654240774603,650,5.0,13.898062244108505,2585.5,414.875,b'ShiftInProcess',14412.656215,0,0.001125,32.83585,0.005703592818001368,5.069860282667883,660.6690530220258,5.268912500000001,-0.00035647455112464144,-0.31686626766634796,0.010081009720134485,33.01789220352559,0.004915014389027306,4.368901679135383,364.3250931327671
2024-07-03 15:39:13.665280-03:00,1.0,2.0,2602.952464348322,20.391293470067236,650,5.0,13.916449782804635,2592.75,414.875,b'ShiftInProcess',14412.665280000001,0,0.009065,32.927925,0.09207500000000124,10.157198014341008,10643.774779597547,5.268912500000001,0.0,0.0,0.0,33.057496297223686,0.039604093698095255,4.368901676568699,364.3250922766185
2024-07-03 15:39:13.667235-03:00,1.0,2.0,2603.625,20.0,650,5.0,13.920415324795272,2594.1861799814906,416.0643365471717,b'ShiftInProcess',14412.667235,0,0.001955,32.94616448576493,0.018239485764929952,9.329660237815832,7576.407278002856,5.28401707414908,0.015104574149079397,7.726124884439589,3563.254933076637,33.0660375,0.008541202776314094,4.368901675863986,364.3250920415529
2024-07-03 15:39:13.675050-03:00,1.0,2.0,2606.6960142219773,19.22005988013272,650,5.0,13.936267350710635,2599.9272268142986,420.8186409555909,b'ShiftInProcess',14412.675050000002,0,0.007815,33.01907578054159,0.07291129477665947,9.329660240135569,7576.407285538082,5.344396740136005,0.06037966598692446,7.726124886362694,3563.254936624348,33.10503938061911,0.03900188061911081,4.99064371325794,620.3349712708675
2024-07-03 15:39:13.676170-03:00,1.0,2.0,2607.136133982073,19.108283433124402,650,5.0,13.938539170161345,2600.75,421.5,b'ShiftInProcess',14412.67617,0,0.00112,33.029525,0.010449219458408265,9.329660230721666,7576.407254958808,5.3530500000000005,0.008653259863995899,7.726124878567767,3563.254922244404,33.110628901572326,0.005589520953215299,4.990643708227946,620.3349687699626
2024-07-03 15:39:13.686130-03:00,1.0,2.0,2611.0500561376416,18.114271457106934,650,5.0,13.958742136007867,2609.5,416.25,b'ShiftInProcess',14412.68613,0,0.00996,33.14065,0.11112500000000125,11.15712851405635,15495.647994746292,5.2863750000000005,-0.06667500000000004,-6.694277108433739,2008.2359801190344,33.16033571294805,0.04970681137572086,4.9906437124217735,620.3349708551268
2024-07-03 15:39:13.687275-03:00,1.0,2.0,2611.5,18.0,650,5.0,13.961064665716627,2609.914027431428,416.8353491271913,b'ShiftInProcess',14412.687275,0,0.001145,33.145908148379135,0.0052581483791342976,4.592269326754845,444.7432878083031,5.293808933915329,0.007433933915328872,6.492518703343993,1776.8584730838284,33.16605,0.005714287051951317,4.9906437134946,620.3349713885342
2024-07-03 15:39:13.695045-03:00,1.0,2.0,2611.8353267570847,16.850308261424786,650,5.0,13.97682541317045,2612.7236284285996,420.80754364043395,b'ShiftInProcess',14412.695045,0,0.00777,33.18159008104322,0.03568193266408315,4.592269326136828,444.74328756889275,5.344255804233511,0.05044687031818196,6.49251870246872,1776.8584721256568,33.17030864981497,0.0042586498149717045,0.5480887792756376,0.09024094703040546
2024-07-03 15:39:13.696155-03:00,1.0,2.0,2611.88323057957,16.686066584331673,650,5.0,13.979076948523106,2613.125,421.375,b'ShiftInProcess',14412.696155000001,0,0.00111,33.186687500000005,0.005097418956786726,4.592269330438492,444.7432892352899,5.351462499999999,0.007206695766488025,6.492518708547769,1776.858478780461,33.170917028360535,0.000608378545564392,0.5480887797877405,0.09024094736766944
2024-07-03 15:39:13.705325-03:00,1.0,2.0,2612.278976572129,15.329223181271978,650,5.0,13.99767747029124,2616.375,421.375,b'ShiftInProcess',14412.705325,0,0.00917,33.227962500000004,0.04127499999999884,4.5010905125407685,410.46013633439355,5.351462499999999,0.0,0.0,0.0,33.175943002466035,0.005025974105500097,0.5480887792257467,0.090240946997548
2024-07-03 15:39:13.706470-03:00,1.0,2.0,2612.3283908754643,15.159802712694596,650,5.0,14.0,2615.8080377705473,421.55959235377526,b'ShiftInProcess',14412.706470000001,0,0.001145,33.220762079685954,-0.007200420314049438,-6.288576693492959,1563.901683712581,5.353806822892946,0.0023443228929469484,2.047443574626156,17.573075204308775,33.1765705641184,0.0006275616523652161,0.5480887793582674,0.0902409470848243
2024-07-03 15:39:13.707550-03:00,1.0,2.0,2612.375,15.0,650,5.0,14.002047729800806,2615.273261169924,421.73370566560624,b'ShiftInProcess',14412.707550000001,0,0.00108,33.21397041685803,-0.006791662827922096,-6.288576692520459,1563.9016827451792,5.3560180619532,0.002211239060253334,2.0474435743086423,17.57307519340798,33.1771625,0.0005919358816015574,0.5480887792607013,0.09024094702056863
2024-07-03 15:39:13.715070-03:00,1.0,2.0,2610.9010495702705,13.478502782214816,650,5.0,14.016305996560446,2611.549631506722,422.9460502071138,b'ShiftInProcess',14412.71507,0,0.00752,33.16668032013537,-0.047290096722662156,-6.288576691843372,1563.9016820716422,5.371414837630345,0.015396775677145591,2.0474435740885095,17.57307518585044,33.158443329542436,-0.018719170457565326,-2.489251390633687,38.39503198242911
